,full_aspect,aspect,opinion,opinion_tags,aspect_tags,valence1,valence2,valence3,valence4,arousal1,arousal2,arousal3,arousal4,dominance1,dominance2,dominance3,dominance4
7804,goodish exploit,exploit,goodish,"[('good', 'JJ')]","[('effort', 'NN')]",6.295,6.293,7.05,7.339,3.938,3.889,3.748,3.559,6.089,5.99,6.596,6.575
7805,hot exploit,exploit,hot,"[('good', 'JJ')]","[('effort', 'NN')]",6.295,6.293,7.05,7.339,3.938,3.889,3.748,3.559,6.089,5.99,6.596,6.575
7806,redeeming exploit,exploit,redeeming,"[('good', 'JJ')]","[('effort', 'NN')]",6.295,6.293,7.05,7.339,3.938,3.889,3.748,3.559,6.089,5.99,6.596,6.575
7807,satisfactory exploit,exploit,satisfactory,"[('good', 'JJ')]","[('effort', 'NN')]",6.295,6.293,7.05,7.339,3.938,3.889,3.748,3.559,6.089,5.99,6.596,6.575
7808,solid exploit,exploit,solid,"[('good', 'JJ')]","[('effort', 'NN')]",6.295,6.293,7.05,7.339,3.938,3.889,3.748,3.559,6.089,5.99,6.596,6.575
7809,superb exploit,exploit,superb,"[('good', 'JJ')]","[('effort', 'NN')]",6.295,6.293,7.05,7.339,3.938,3.889,3.748,3.559,6.089,5.99,6.596,6.575
7810,well-behaved exploit,exploit,well-behaved,"[('good', 'JJ')]","[('effort', 'NN')]",6.295,6.293,7.05,7.339,3.938,3.889,3.748,3.559,6.089,5.99,6.596,6.575
7811,extraordinary sweetening,sweetening,extraordinary,"[('great', 'JJ')]","[('enhancement', 'NN')]",6.29,6.405,6.885,7.23,4.408,4.358,4.213,4.113,5.962,5.958,6.357,6.443
7812,utile sweetening,sweetening,utile,"[('useful', 'JJ')]","[('enhancement', 'NN')]",6.42,6.5,6.598,6.779,3.95,3.779,3.87,3.589,6.152,6.136,6.316,6.384
7813,multipurpose sweetening,sweetening,multipurpose,"[('useful', 'JJ')]","[('enhancement', 'NN')]",6.42,6.5,6.598,6.779,3.95,3.779,3.87,3.589,6.152,6.136,6.316,6.384
7814,reclaimable sweetening,sweetening,reclaimable,"[('useful', 'JJ')]","[('enhancement', 'NN')]",6.42,6.5,6.598,6.779,3.95,3.779,3.87,3.589,6.152,6.136,6.316,6.384
7815,serviceable sweetening,sweetening,serviceable,"[('useful', 'JJ')]","[('enhancement', 'NN')]",6.42,6.5,6.598,6.779,3.95,3.779,3.87,3.589,6.152,6.136,6.316,6.384
7816,useable sweetening,sweetening,useable,"[('useful', 'JJ')]","[('enhancement', 'NN')]",6.42,6.5,6.598,6.779,3.95,3.779,3.87,3.589,6.152,6.136,6.316,6.384
7817,utilitarian sweetening,sweetening,utilitarian,"[('useful', 'JJ')]","[('enhancement', 'NN')]",6.42,6.5,6.598,6.779,3.95,3.779,3.87,3.589,6.152,6.136,6.316,6.384
7818,utilizable sweetening,sweetening,utilizable,"[('useful', 'JJ')]","[('enhancement', 'NN')]",6.42,6.5,6.598,6.779,3.95,3.779,3.87,3.589,6.152,6.136,6.316,6.384
7819,deadly computer_error,computer_error,deadly,"[('fatal', 'JJ')]","[('error', 'NN')]",4.402,4.566,3.496,3.543,4.857,5.016,5.188,5.589,4.68,4.756,4.558,4.739
7820,terminal computer_error,computer_error,terminal,"[('fatal', 'JJ')]","[('error', 'NN')]",4.402,4.566,3.496,3.543,4.857,5.016,5.188,5.589,4.68,4.756,4.558,4.739
7821,unaccustomed computer_error,computer_error,unaccustomed,"[('new', 'JJ')]","[('error', 'NN')]",5.585,6.383,5.621,6.749,4.439,4.463,4.435,4.433,5.122,5.445,5.072,5.52
7822,another computer_error,computer_error,another,"[('other', 'JJ')]","[('error', 'NN')]",4.97,5.319,4.873,5.627,4.316,4.304,4.144,4.001,5.157,5.357,5.2,5.711
7823,different computer_error,computer_error,different,"[('other', 'JJ')]","[('error', 'NN')]",4.97,5.319,4.873,5.627,4.316,4.304,4.144,4.001,5.157,5.357,5.2,5.711
7824,opposite computer_error,computer_error,opposite,"[('other', 'JJ')]","[('error', 'NN')]",4.97,5.319,4.873,5.627,4.316,4.304,4.144,4.001,5.157,5.357,5.2,5.711
7825,otherwise computer_error,computer_error,otherwise,"[('other', 'JJ')]","[('error', 'NN')]",4.97,5.319,4.873,5.627,4.316,4.304,4.144,4.001,5.157,5.357,5.2,5.711
7826,a_few computer_error,computer_error,a_few,"[('few', 'JJ'), ('compile', 'JJ')]","[('error', 'NN')]",5.08,5.37,5.3,6.27,4.65,4.69,4.22,4.12,5.26,5.45,5.46,6.1
7827,hardly_a computer_error,computer_error,hardly_a,"[('few', 'JJ'), ('compile', 'JJ')]","[('error', 'NN')]",5.08,5.37,5.3,6.27,4.65,4.69,4.22,4.12,5.26,5.45,5.46,6.1
7828,elaborate account,account,elaborate,"[('detailed', 'JJ')]","[('explanation', 'NN')]",6.301,6.249,6.447,6.448,4.058,4.098,4.031,4.053,5.898,5.732,5.967,5.811
7829,elaborated account,account,elaborated,"[('detailed', 'JJ')]","[('explanation', 'NN')]",6.301,6.249,6.447,6.448,4.058,4.098,4.031,4.053,5.898,5.732,5.967,5.811
7830,careful account,account,careful,"[('detailed', 'JJ')]","[('explanation', 'NN')]",6.301,6.249,6.447,6.448,4.058,4.098,4.031,4.053,5.898,5.732,5.967,5.811
7831,bang-up account,account,bang-up,"[('good', 'JJ')]","[('explanation', 'NN')]",6.277,6.289,6.695,6.852,4.119,4.125,3.928,3.871,5.883,5.831,6.164,6.175
7832,good_enough account,account,good_enough,"[('good', 'JJ')]","[('explanation', 'NN')]",6.277,6.289,6.695,6.852,4.119,4.125,3.928,3.871,5.883,5.831,6.164,6.175
7833,goodish account,account,goodish,"[('good', 'JJ')]","[('explanation', 'NN')]",6.277,6.289,6.695,6.852,4.119,4.125,3.928,3.871,5.883,5.831,6.164,6.175
7834,hot account,account,hot,"[('good', 'JJ')]","[('explanation', 'NN')]",6.277,6.289,6.695,6.852,4.119,4.125,3.928,3.871,5.883,5.831,6.164,6.175
7835,redeeming account,account,redeeming,"[('good', 'JJ')]","[('explanation', 'NN')]",6.277,6.289,6.695,6.852,4.119,4.125,3.928,3.871,5.883,5.831,6.164,6.175
7836,satisfactory account,account,satisfactory,"[('good', 'JJ')]","[('explanation', 'NN')]",6.277,6.289,6.695,6.852,4.119,4.125,3.928,3.871,5.883,5.831,6.164,6.175
7837,solid account,account,solid,"[('good', 'JJ')]","[('explanation', 'NN')]",6.277,6.289,6.695,6.852,4.119,4.125,3.928,3.871,5.883,5.831,6.164,6.175
7838,superb account,account,superb,"[('good', 'JJ')]","[('explanation', 'NN')]",6.277,6.289,6.695,6.852,4.119,4.125,3.928,3.871,5.883,5.831,6.164,6.175
7839,well-behaved account,account,well-behaved,"[('good', 'JJ')]","[('explanation', 'NN')]",6.277,6.289,6.695,6.852,4.119,4.125,3.928,3.871,5.883,5.831,6.164,6.175
7840,awe-inspiring characteristic,characteristic,awe-inspiring,"[('awesome', 'JJ')]","[('feature', 'NN')]",6.402,6.678,6.738,7.306,4.376,4.514,4.468,4.75,6.314,6.364,6.652,6.85
7841,awful characteristic,characteristic,awful,"[('awesome', 'JJ')]","[('feature', 'NN')]",6.402,6.678,6.738,7.306,4.376,4.514,4.468,4.75,6.314,6.364,6.652,6.85
7842,awing characteristic,characteristic,awing,"[('awesome', 'JJ')]","[('feature', 'NN')]",6.402,6.678,6.738,7.306,4.376,4.514,4.468,4.75,6.314,6.364,6.652,6.85
7843,impressive characteristic,characteristic,impressive,"[('awesome', 'JJ')]","[('feature', 'NN')]",6.402,6.678,6.738,7.306,4.376,4.514,4.468,4.75,6.314,6.364,6.652,6.85
7844,awe-inspiring feature_of_speech,feature_of_speech,awe-inspiring,"[('awesome', 'JJ')]","[('feature', 'NN')]",6.402,6.678,6.738,7.306,4.376,4.514,4.468,4.75,6.314,6.364,6.652,6.85
7845,awful feature_of_speech,feature_of_speech,awful,"[('awesome', 'JJ')]","[('feature', 'NN')]",6.402,6.678,6.738,7.306,4.376,4.514,4.468,4.75,6.314,6.364,6.652,6.85
7846,awing feature_of_speech,feature_of_speech,awing,"[('awesome', 'JJ')]","[('feature', 'NN')]",6.402,6.678,6.738,7.306,4.376,4.514,4.468,4.75,6.314,6.364,6.652,6.85
7847,impressive feature_of_speech,feature_of_speech,impressive,"[('awesome', 'JJ')]","[('feature', 'NN')]",6.402,6.678,6.738,7.306,4.376,4.514,4.468,4.75,6.314,6.364,6.652,6.85
7848,existent data_file,data_file,existent,"[('actual', 'JJ')]","[('file', 'NN')]",5.688,5.752,6.194,6.57,4.048,4.112,3.27,3.208,5.316,5.434,5.506,5.958
7849,effective data_file,data_file,effective,"[('actual', 'JJ')]","[('file', 'NN')]",5.688,5.752,6.194,6.57,4.048,4.112,3.27,3.208,5.316,5.434,5.506,5.958
7850,intact data_file,data_file,intact,"[('entire', 'JJ')]","[('file', 'NN')]",5.457,5.469,5.646,5.75,3.919,3.99,3.131,2.999,5.236,5.341,5.294,5.634
7851,big data_file,data_file,big,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7852,ample data_file,data_file,ample,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7853,astronomic data_file,data_file,astronomic,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7854,bear-sized data_file,data_file,bear-sized,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7855,bigger data_file,data_file,bigger,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7856,biggish data_file,data_file,biggish,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7857,blown-up data_file,data_file,blown-up,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7858,bouffant data_file,data_file,bouffant,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7859,broad data_file,data_file,broad,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7860,bulky data_file,data_file,bulky,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7861,capacious data_file,data_file,capacious,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7862,colossal data_file,data_file,colossal,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7863,cosmic data_file,data_file,cosmic,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7864,deep data_file,data_file,deep,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7865,double data_file,data_file,double,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7866,elephantine data_file,data_file,elephantine,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7867,enormous data_file,data_file,enormous,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7868,epic data_file,data_file,epic,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7869,extensive data_file,data_file,extensive,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7870,gigantic data_file,data_file,gigantic,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7871,grand data_file,data_file,grand,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7872,great data_file,data_file,great,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7873,huge data_file,data_file,huge,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7874,hulking data_file,data_file,hulking,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7875,humongous data_file,data_file,humongous,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7876,king-size data_file,data_file,king-size,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7877,large-mouthed data_file,data_file,large-mouthed,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7878,large-scale data_file,data_file,large-scale,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7879,life-size data_file,data_file,life-size,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7880,macro data_file,data_file,macro,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7881,macroscopic data_file,data_file,macroscopic,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7882,man-sized data_file,data_file,man-sized,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7883,massive data_file,data_file,massive,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7884,medium-large data_file,data_file,medium-large,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7885,monstrous data_file,data_file,monstrous,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7886,mountainous data_file,data_file,mountainous,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7887,outsize data_file,data_file,outsize,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7888,overlarge data_file,data_file,overlarge,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7889,plumping data_file,data_file,plumping,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7890,queen-size data_file,data_file,queen-size,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7891,rangy data_file,data_file,rangy,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7892,super data_file,data_file,super,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7893,titanic data_file,data_file,titanic,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7894,volumed data_file,data_file,volumed,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7895,voluminous data_file,data_file,voluminous,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7896,whacking data_file,data_file,whacking,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7897,wide-ranging data_file,data_file,wide-ranging,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
7898,avant-garde data_file,data_file,avant-garde,"[('original', 'JJ')]","[('file', 'NN')]",5.683,5.714,6.351,6.808,4.231,4.359,3.882,4.129,5.598,5.747,6.072,6.801
7899,freehand data_file,data_file,freehand,"[('original', 'JJ')]","[('file', 'NN')]",5.683,5.714,6.351,6.808,4.231,4.359,3.882,4.129,5.598,5.747,6.072,6.801
7900,fresh data_file,data_file,fresh,"[('original', 'JJ')]","[('file', 'NN')]",5.683,5.714,6.351,6.808,4.231,4.359,3.882,4.129,5.598,5.747,6.072,6.801
7901,germinal data_file,data_file,germinal,"[('original', 'JJ')]","[('file', 'NN')]",5.683,5.714,6.351,6.808,4.231,4.359,3.882,4.129,5.598,5.747,6.072,6.801
7902,innovative data_file,data_file,innovative,"[('original', 'JJ')]","[('file', 'NN')]",5.683,5.714,6.351,6.808,4.231,4.359,3.882,4.129,5.598,5.747,6.072,6.801
7903,newfangled data_file,data_file,newfangled,"[('original', 'JJ')]","[('file', 'NN')]",5.683,5.714,6.351,6.808,4.231,4.359,3.882,4.129,5.598,5.747,6.072,6.801
7904,underivative data_file,data_file,underivative,"[('original', 'JJ')]","[('file', 'NN')]",5.683,5.714,6.351,6.808,4.231,4.359,3.882,4.129,5.598,5.747,6.072,6.801
7905,another data_file,data_file,another,"[('other', 'JJ')]","[('file', 'NN')]",5.548,5.566,5.614,5.698,3.985,4.087,3.456,3.485,5.542,5.763,5.732,6.32
7906,different data_file,data_file,different,"[('other', 'JJ')]","[('file', 'NN')]",5.548,5.566,5.614,5.698,3.985,4.087,3.456,3.485,5.542,5.763,5.732,6.32
7907,opposite data_file,data_file,opposite,"[('other', 'JJ')]","[('file', 'NN')]",5.548,5.566,5.614,5.698,3.985,4.087,3.456,3.485,5.542,5.763,5.732,6.32
7908,otherwise data_file,data_file,otherwise,"[('other', 'JJ')]","[('file', 'NN')]",5.548,5.566,5.614,5.698,3.985,4.087,3.456,3.485,5.542,5.763,5.732,6.32
7909,assonant data_file,data_file,assonant,"[('same', 'JJ')]","[('file', 'NN')]",5.366,5.355,5.338,5.288,4.264,4.405,3.946,4.219,5.278,5.378,5.218,5.522
7910,comparable data_file,data_file,comparable,"[('same', 'JJ')]","[('file', 'NN')]",5.366,5.355,5.338,5.288,4.264,4.405,3.946,4.219,5.278,5.378,5.218,5.522
7911,cookie-cutter data_file,data_file,cookie-cutter,"[('same', 'JJ')]","[('file', 'NN')]",5.366,5.355,5.338,5.288,4.264,4.405,3.946,4.219,5.278,5.378,5.218,5.522
7912,duplicate data_file,data_file,duplicate,"[('same', 'JJ')]","[('file', 'NN')]",5.366,5.355,5.338,5.288,4.264,4.405,3.946,4.219,5.278,5.378,5.218,5.522
7913,homophonic data_file,data_file,homophonic,"[('same', 'JJ')]","[('file', 'NN')]",5.366,5.355,5.338,5.288,4.264,4.405,3.946,4.219,5.278,5.378,5.218,5.522
7914,identical data_file,data_file,identical,"[('same', 'JJ')]","[('file', 'NN')]",5.366,5.355,5.338,5.288,4.264,4.405,3.946,4.219,5.278,5.378,5.218,5.522
7915,one data_file,data_file,one,"[('same', 'JJ')]","[('file', 'NN')]",5.366,5.355,5.338,5.288,4.264,4.405,3.946,4.219,5.278,5.378,5.218,5.522
7916,synoptic data_file,data_file,synoptic,"[('same', 'JJ')]","[('file', 'NN')]",5.366,5.355,5.338,5.288,4.264,4.405,3.946,4.219,5.278,5.378,5.218,5.522
7917,idiosyncratic data_file,data_file,idiosyncratic,"[('single', 'JJ')]","[('file', 'NN')]",5.466,5.46,5.78,5.95,3.99,4.086,3.47,3.504,5.22,5.324,5.128,5.39
7918,individualist data_file,data_file,individualist,"[('single', 'JJ')]","[('file', 'NN')]",5.466,5.46,5.78,5.95,3.99,4.086,3.47,3.504,5.22,5.324,5.128,5.39
7919,one-on-one data_file,data_file,one-on-one,"[('single', 'JJ')]","[('file', 'NN')]",5.466,5.46,5.78,5.95,3.99,4.086,3.47,3.504,5.22,5.324,5.128,5.39
7920,respective data_file,data_file,respective,"[('single', 'JJ')]","[('file', 'NN')]",5.466,5.46,5.78,5.95,3.99,4.086,3.47,3.504,5.22,5.324,5.128,5.39
7921,singular data_file,data_file,singular,"[('single', 'JJ')]","[('file', 'NN')]",5.466,5.46,5.78,5.95,3.99,4.086,3.47,3.504,5.22,5.324,5.128,5.39
7922,specialized data_file,data_file,specialized,"[('special', 'JJ')]","[('file', 'NN')]",6.081,6.491,6.346,6.949,3.747,3.861,3.453,3.484,5.419,5.88,5.483,6.063
7923,much data_file,data_file,much,"[('such', 'JJ')]","[('file', 'NN')]",5.014,4.984,4.646,4.251,4.554,4.708,3.884,4.126,5.204,5.296,5.219,5.522
7924,full-length data_file,data_file,full-length,"[('whole', 'JJ')]","[('file', 'NN')]",5.687,5.716,6.04,6.34,4.179,4.304,3.553,3.631,5.541,5.686,5.834,6.449
7925,full-page data_file,data_file,full-page,"[('whole', 'JJ')]","[('file', 'NN')]",5.687,5.716,6.04,6.34,4.179,4.304,3.553,3.631,5.541,5.686,5.834,6.449
7926,integral data_file,data_file,integral,"[('whole', 'JJ')]","[('file', 'NN')]",5.687,5.716,6.04,6.34,4.179,4.304,3.553,3.631,5.541,5.686,5.834,6.449
7927,livelong data_file,data_file,livelong,"[('whole', 'JJ')]","[('file', 'NN')]",5.687,5.716,6.04,6.34,4.179,4.304,3.553,3.631,5.541,5.686,5.834,6.449
7928,undivided data_file,data_file,undivided,"[('whole', 'JJ')]","[('file', 'NN')]",5.687,5.716,6.04,6.34,4.179,4.304,3.553,3.631,5.541,5.686,5.834,6.449
7929,bang-up breakthrough,breakthrough,bang-up,"[('good', 'JJ')]","[('find', 'NN')]",6.769,7.161,6.84,7.232,3.767,3.878,3.685,3.785,6.121,6.121,6.17,6.157
7930,good_enough breakthrough,breakthrough,good_enough,"[('good', 'JJ')]","[('find', 'NN')]",6.769,7.161,6.84,7.232,3.767,3.878,3.685,3.785,6.121,6.121,6.17,6.157
7931,goodish breakthrough,breakthrough,goodish,"[('good', 'JJ')]","[('find', 'NN')]",6.769,7.161,6.84,7.232,3.767,3.878,3.685,3.785,6.121,6.121,6.17,6.157
7932,hot breakthrough,breakthrough,hot,"[('good', 'JJ')]","[('find', 'NN')]",6.769,7.161,6.84,7.232,3.767,3.878,3.685,3.785,6.121,6.121,6.17,6.157
7933,redeeming breakthrough,breakthrough,redeeming,"[('good', 'JJ')]","[('find', 'NN')]",6.769,7.161,6.84,7.232,3.767,3.878,3.685,3.785,6.121,6.121,6.17,6.157
7934,satisfactory breakthrough,breakthrough,satisfactory,"[('good', 'JJ')]","[('find', 'NN')]",6.769,7.161,6.84,7.232,3.767,3.878,3.685,3.785,6.121,6.121,6.17,6.157
7935,solid breakthrough,breakthrough,solid,"[('good', 'JJ')]","[('find', 'NN')]",6.769,7.161,6.84,7.232,3.767,3.878,3.685,3.785,6.121,6.121,6.17,6.157
7936,superb breakthrough,breakthrough,superb,"[('good', 'JJ')]","[('find', 'NN')]",6.769,7.161,6.84,7.232,3.767,3.878,3.685,3.785,6.121,6.121,6.17,6.157
